image_id,box
000000218492,"[0.4950980392156863, 0.8594771241830066, 0.684640522875817, 1]"
000000218557,"[0.5859375, 0.325, 0.8875, 0.5854166666666667]; [0.0515625, 0.50625, 0.26875, 0.7145833333333333]; [0.196875, 0.4354166666666667, 0.5109375, 0.6791666666666667]"
000000218558,"[0.7859375, 0.8561320754716981, 0.8375, 0.9198113207547169]"
000000218578,"[0.49882903981264637, 0.478125, 0.6206088992974239, 0.525]; [0.4847775175644028, 0.38125, 0.6463700234192038, 0.4296875]; [0.5011709601873536, 0.4296875, 0.6229508196721312, 0.471875]"
000000218628,"[0.32679738562091504, 0.6323529411764706, 0.37745098039215685, 0.6781045751633987]; [0.3627450980392157, 0.5522875816993464, 0.4918300653594771, 0.6274509803921569]; [0.553921568627451, 0.8104575163398693, 0.6143790849673203, 0.8676470588235294]"
000000218647,"[0.3480392156862745, 0, 0.5964052287581699, 0.07352941176470588]; [0.40522875816993464, 0.17973856209150327, 0.5784313725490197, 0.23529411764705882]; [0.4166666666666667, 0.07352941176470588, 0.5506535947712419, 0.12091503267973856]; [0.4133986928104575, 0.09967320261437909, 0.5571895424836601, 0.1503267973856209]"
000000218649,"[0.7953125, 0.76171875, 0.9546875, 0.876953125]"
000000218715,"[0.290625, 0.5774647887323944, 0.353125, 0.6431924882629108]; [0, 0.9342723004694836, 0.034375, 0.9788732394366197]; [0.8703125, 0.8615023474178404, 0.921875, 0.9131455399061033]"
000000218734,"[0.8046875, 0.05868544600938967, 0.9109375, 0.14788732394366197]"
000000218759,"[0.23541666666666666, 0.459375, 0.6166666666666667, 0.565625]; [0.2604166666666667, 0.525, 0.6166666666666667, 0.6046875]; [0.2125, 0.8609375, 0.6541666666666667, 0.9953125]; [0.2125, 0.8546875, 0.44375, 0.9734375]"
000000218763,"[0.378125, 0.5152224824355972, 0.7234375, 0.6768149882903981]; [0.896875, 0.6276346604215457, 0.978125, 0.6885245901639344]; [0.7234375, 0.5784543325526932, 0.9140625, 0.702576112412178]; [0.1453125, 0.2997658079625293, 0.2203125, 0.3583138173302108]; [0.184375, 0.297423887587822, 0.2203125, 0.34894613583138173]; [0.8890625, 0.8641686182669789, 0.9703125, 0.9508196721311475]; [0.1359375, 0.5105386416861827, 0.1765625, 0.5714285714285714]"
000000218775,"[0.0046875, 0.9625, 0.175, 0.9895833333333334]"
000000218776,"[0.0703125, 0.14166666666666666, 0.44375, 0.18541666666666667]; [0.0984375, 0.5875, 0.1859375, 0.66875]; [0.2375, 0.5041666666666667, 0.4203125, 0.5770833333333333]; [0.446875, 0.125, 0.5328125, 0.17291666666666666]"
000000218807,"[0.8265625, 0.10438413361169102, 0.928125, 0.16701461377870563]; [0.196875, 0.48851774530271397, 0.3875, 0.7369519832985386]"
000000218830,"[0, 0.2203125, 0.0625, 0.2484375]; [0.0020833333333333333, 0.1734375, 0.10833333333333334, 0.2]"
000000218842,"[0, 0.5083333333333333, 0.3359375, 0.6333333333333333]; [0, 0.5083333333333333, 0.3359375, 0.6333333333333333]; [0, 0.5083333333333333, 0.3359375, 0.6333333333333333]"
000000218862,"[0.5703125, 0.20208333333333334, 0.678125, 0.24791666666666667]; [0.5859375, 0.6020833333333333, 0.7078125, 0.6666666666666666]"
000000218870,"[0.50625, 0.6791569086651054, 0.5453125, 0.7377049180327869]"
000000218917,"[0.7015625, 0.13987473903966596, 0.8, 0.1837160751565762]; [0.7234375, 0.11899791231732777, 0.8390625, 0.1544885177453027]; [0.7203125, 0.05010438413361169, 0.8390625, 0.09603340292275574]"
000000218980,"[0.0296875, 0.9156908665105387, 0.2703125, 0.9601873536299765]"
000000218982,"[0.804, 0.2693333333333333, 0.908, 0.344]"
000000218990,"[0.8203125, 0.7791666666666667, 0.9953125, 0.8604166666666667]; [0.7921875, 0.8375, 0.846875, 0.88125]; [0.8140625, 0.7395833333333334, 0.8859375, 0.7875]; [0.2765625, 0.014583333333333334, 0.321875, 0.0625]; [0.890625, 0.7229166666666667, 0.9265625, 0.7520833333333333]"
000000219025,"[0.3328125, 0.4791666666666667, 0.4265625, 0.5145833333333333]"
000000219041,"[0.66875, 0.559375, 0.8145833333333333, 0.6140625]; [0.8833333333333333, 0.565625, 1, 0.60625]; [0.8333333333333334, 0.696875, 1, 0.734375]; [0.6854166666666667, 0.7046875, 0.8125, 0.7265625]"
000000219059,"[0.6885245901639344, 0.2296875, 0.8079625292740047, 0.253125]; [0.7236533957845434, 0.19375, 0.810304449648712, 0.215625]"
000000219094,"[0.1640625, 0.3623529411764706, 0.2390625, 0.43529411764705883]"
000000219173,"[0.3047337278106509, 0.558, 0.4526627218934911, 0.642]; [0.19822485207100593, 0.52, 0.3875739644970414, 0.62]; [0.15680473372781065, 0.578, 0.41124260355029585, 0.702]; [0.29289940828402367, 0.618, 0.3757396449704142, 0.664]; [0.16863905325443787, 0.612, 0.3224852071005917, 0.698]"
000000219179,"[0.5453125, 0.3231850117096019, 0.865625, 0.4519906323185012]; [0.678125, 0.7564402810304449, 1, 0.8384074941451991]"
000000219217,"[0.2323943661971831, 0.315625, 0.3685446009389671, 0.3671875]"
000000219268,"[0.822, 0.9161676646706587, 0.974, 0.9670658682634731]; [0.35, 0.39221556886227543, 0.404, 0.45808383233532934]"
000000219294,"[0.4046875, 0.3317972350230415, 0.7703125, 0.38940092165898615]"
000000219303,"[0.590625, 0.392018779342723, 0.66875, 0.4413145539906103]; [0.6609375, 0.38497652582159625, 0.7171875, 0.4272300469483568]"
000000219335,"[0.571875, 0.253125, 0.60625, 0.3]"
000000219348,"[0.05228758169934641, 0.04738562091503268, 0.34477124183006536, 0.16339869281045752]"
000000219357,"[0.465625, 0.4752688172043011, 0.5890625, 0.5161290322580645]; [0.078125, 0.7010752688172043, 0.159375, 0.7483870967741936]"
000000219409,"[0.0513595166163142, 0.182, 0.2175226586102719, 0.256]; [0.05740181268882175, 0.182, 0.1299093655589124, 0.228]; [0.03927492447129909, 0.142, 0.17522658610271905, 0.21]"
000000219442,"[0.746875, 0.9322429906542056, 0.978125, 0.9719626168224299]; [0.6546875, 0.6214953271028038, 0.7, 0.6705607476635514]; [0.3296875, 0.37616822429906543, 0.384375, 0.43457943925233644]; [0.440625, 0.4485981308411215, 0.5015625, 0.4976635514018692]"
000000219451,"[0.13125, 0.6671875, 0.21875, 0.69375]; [0.85625, 0.55, 0.9166666666666666, 0.5734375]; [0.2125, 0.2703125, 0.2916666666666667, 0.3125]; [0.84375, 0.5765625, 0.90625, 0.6]; [0.020833333333333332, 0.49375, 0.29375, 0.6359375]"
000000219454,"[0, 0.17973856209150327, 0.880718954248366, 0.23529411764705882]; [0.017973856209150325, 0.7189542483660131, 0.4542483660130719, 0.7973856209150327]; [0.5686274509803921, 0.696078431372549, 0.9918300653594772, 0.7794117647058824]"
000000219462,"[0.5203125, 0.720173535791757, 0.5875, 0.7635574837310195]"
000000219474,"[0.39375, 0.478125, 0.4979166666666667, 0.55]"
000000219488,"[0.4453125, 0.9483568075117371, 0.571875, 0.9788732394366197]"
000000219489,"[0.8506666666666667, 0.17, 0.9946666666666667, 0.214]"
000000219502,"[0.2609375, 0.6112412177985949, 0.4828125, 0.8384074941451991]"
000000219527,"[0.8453125, 0.2833333333333333, 0.9125, 0.375]"
000000219535,"[0.365625, 0, 0.990625, 0.13125]"
000000219544,"[0.5953125, 0.8645833333333334, 0.9640625, 0.9291666666666667]"
000000219580,"[0.728, 0.398, 0.856, 0.436]"
000000219606,"[0.9, 0.2116991643454039, 0.99375, 0.2785515320334262]"
000000219619,"[0.8265625, 0.8313817330210773, 0.9953125, 0.8758782201405152]"
000000219674,"[0.49061032863849763, 0.9296875, 0.704225352112676, 0.9984375]"
000000219735,"[0.7109375, 0.23333333333333334, 0.921875, 0.2625]; [0.7109375, 0.23333333333333334, 0.921875, 0.2625]; [0.746875, 0.20833333333333334, 0.915625, 0.2375]; [0.7390625, 0.18333333333333332, 0.925, 0.2125]; [0.71875, 0.13333333333333333, 0.9984375, 0.1875]; [0.865625, 0, 0.990625, 0.125]; [0.8125, 0.09791666666666667, 0.9359375, 0.14375]; [0.4484375, 0.00625, 0.58125, 0.05]; [0.7890625, 0.025, 0.875, 0.1125]; [0.8234375, 0.16041666666666668, 0.9328125, 0.1875]; [0.7078125, 0.12916666666666668, 0.8484375, 0.15833333333333333]"
000000219739,"[0.558, 0.7066246056782335, 0.754, 0.7791798107255521]; [0, 0.38801261829652994, 0.292, 0.5583596214511041]; [0.868, 0.30914826498422715, 1, 0.5110410094637224]; [0.644, 0.49842271293375395, 0.762, 0.5741324921135647]; [0.864, 0.5078864353312302, 1, 0.7192429022082019]"
000000219756,"[0.6046875, 0.22769953051643194, 0.8640625, 0.4154929577464789]; [0.6703125, 0.5492957746478874, 0.8296875, 0.6901408450704225]; [0.59375, 0.3685446009389671, 0.734375, 0.5164319248826291]; [0.715625, 0.42488262910798125, 0.828125, 0.5422535211267606]; [0.5703125, 0.5070422535211268, 0.684375, 0.6384976525821596]; [0.403125, 0.8708920187793427, 0.5484375, 0.9647887323943662]"
000000219796,"[0.88125, 0.06875, 0.99375, 0.13333333333333333]; [0.9375, 0.16458333333333333, 0.996875, 0.19375]; [0.9, 0.1375, 0.9984375, 0.18958333333333333]"
000000219802,"[0.534375, 0.7002341920374707, 0.596875, 0.7330210772833724]; [0.1546875, 0.4449648711943794, 0.3203125, 0.4964871194379391]"
000000219810,"[0.5328125, 0.12291666666666666, 0.6109375, 0.16041666666666668]"
000000219832,"[0.178125, 0.4838709677419355, 0.834375, 0.783410138248848]; [0.1375, 0.8018433179723502, 0.759375, 0.9101382488479263]; [0.1375, 0.8018433179723502, 0.759375, 0.9101382488479263]"
000000219855,"[0.4671875, 0.7423887587822015, 0.5515625, 0.7822014051522248]; [0, 0.9484777517564403, 0.2046875, 0.9929742388758782]"
000000219859,"[0.54375, 0.08097165991902834, 0.78125, 0.13360323886639677]"
000000219905,"[0.7125, 0, 0.7890625, 0.041666666666666664]"
000000219910,"[0, 0.00234192037470726, 0.1796875, 0.06791569086651054]; [0.04375, 0.01639344262295082, 0.1859375, 0.09133489461358314]"
000000219921,"[0.3004694835680751, 0.9625, 0.6009389671361502, 0.9953125]; [0.3215962441314554, 0.965625, 0.9694835680751174, 0.9984375]"
000000219964,"[0.528125, 0.8618266978922716, 0.7171875, 0.9531615925058547]; [0.709375, 0.8313817330210773, 0.9359375, 0.9227166276346604]; [0.8234375, 0.8407494145199064, 0.934375, 0.9110070257611241]"
000000220062,"[0.3625, 0.20416666666666666, 0.41875, 0.2708333333333333]; [0.6046875, 0.64375, 0.6546875, 0.6916666666666667]"
000000220086,"[0.2484375, 0.7416666666666667, 0.6671875, 0.8222222222222222]"
000000220089,"[0.215625, 0.4895397489539749, 0.3359375, 0.5523012552301255]"
000000220109,"[0.278125, 0.48826291079812206, 0.34375, 0.5539906103286385]"
000000220115,"[0.140625, 0.5479166666666667, 0.30625, 0.6104166666666667]; [0.6578125, 0.88125, 0.9484375, 0.925]"
000000220135,"[0.4895833333333333, 0.1375, 0.7291666666666666, 0.2140625]"
000000220205,"[0.3459715639810427, 0.7064056939501779, 0.6658767772511849, 0.7437722419928826]; [0.7772511848341233, 0.7740213523131673, 0.8625592417061612, 0.8096085409252669]; [0.44786729857819907, 0.5213523131672598, 0.5284360189573459, 0.5569395017793595]; [0.12085308056872038, 0.7508896797153025, 0.21800947867298578, 0.7900355871886121]"
000000220289,"[0.00625, 0, 0.9953125, 0.18958333333333333]; [0.2015625, 0.16666666666666666, 0.3703125, 0.25416666666666665]; [0.85, 0.34375, 0.8984375, 0.3854166666666667]; [0, 0.11875, 0.1265625, 0.21666666666666667]; [0.1171875, 0.14791666666666667, 1, 0.24791666666666667]"
000000220390,"[0.1796875, 0.5142314990512334, 0.265625, 0.5521821631878557]"
000000220486,"[0.703125, 0.49414519906323184, 0.7734375, 0.522248243559719]"
000000220487,"[0.6921875, 0.9347826086956522, 0.9875, 0.9782608695652174]"
000000220502,"[0.7, 0.2578125, 0.7833333333333333, 0.30625]; [0.625, 0.3296875, 0.8333333333333334, 0.3796875]; [0.33125, 0.3125, 0.40208333333333335, 0.365625]"
000000220527,"[0.121875, 0.3145833333333333, 0.821875, 0.4125]; [0.5390625, 0.4041666666666667, 0.8125, 0.4625]"
000000220571,"[0.2390625, 0.40625, 0.425, 0.6125]; [0.284375, 0.28125, 0.396875, 0.40208333333333335]; [0.2421875, 0.3, 0.4375, 0.5125]; [0.253125, 0.39791666666666664, 0.390625, 0.5208333333333334]; [0.3734375, 0.3458333333333333, 0.4546875, 0.4375]"
000000220615,"[0.69375, 0.27602905569007263, 0.80625, 0.3365617433414044]; [0.7453125, 0.324455205811138, 0.890625, 0.4430992736077482]; [0.33125, 0.5932203389830508, 0.3828125, 0.6464891041162227]"
000000220629,"[0.30210772833723654, 0.3140625, 0.585480093676815, 0.371875]; [0.30210772833723654, 0.3140625, 0.585480093676815, 0.371875]; [0.5971896955503513, 0.7375, 0.7213114754098361, 0.784375]"
000000220654,"[0.1078125, 0.3078125, 0.196875, 0.353125]"
000000220655,"[0.64375, 0.2640625, 0.7520833333333333, 0.325]"
000000220665,"[0.248, 0.2822822822822823, 0.424, 0.5225225225225225]"
000000220666,"[0.7109375, 0.9345794392523364, 0.975, 0.969626168224299]"
000000220736,"[0.064, 0.18874172185430463, 0.144, 0.24503311258278146]; [0.058, 0.08940397350993377, 0.148, 0.15894039735099338]; [0.058, 0.1357615894039735, 0.15, 0.23509933774834438]"
000000220763,"[0.64, 0.17771084337349397, 1, 0.25]; [0.258, 0.2620481927710843, 0.408, 0.3433734939759036]"
000000220770,"[0.834375, 0.9534412955465587, 0.9859375, 0.9959514170040485]"
000000220795,"[0.756, 0.5280612244897959, 0.824, 0.5790816326530612]"
000000220821,"[0.866, 0.8704819277108434, 0.986, 0.9789156626506024]"
000000220823,"[0.1609375, 0.2916666666666667, 0.8078125, 0.36041666666666666]; [0.1375, 0.20833333333333334, 0.278125, 0.29583333333333334]; [0.6921875, 0.25416666666666665, 0.7859375, 0.30416666666666664]; [0.6921875, 0.25416666666666665, 0.7859375, 0.30416666666666664]; [0, 0.29583333333333334, 0.06875, 0.375]; [0.59375, 0.0125, 0.6828125, 0.08125]; [0.2265625, 0.425, 0.3046875, 0.47291666666666665]; [0.3265625, 0.40208333333333335, 0.45625, 0.5333333333333333]; [0.16875, 0.3333333333333333, 0.2984375, 0.46458333333333335]; [0.153125, 0.2625, 0.2859375, 0.33541666666666664]; [0.3109375, 0.31875, 0.465625, 0.37916666666666665]; [0.4296875, 0, 0.9015625, 0.06041666666666667]; [0, 0.3770833333333333, 0.79375, 0.47291666666666665]; [0.3265625, 0.3541666666666667, 0.45, 0.40625]; [0.1359375, 0.016666666666666666, 0.2375, 0.11458333333333333]"
000000220894,"[0.884, 0.14511873350923482, 0.996, 0.20052770448548812]"
000000220917,"[0.17488076311605724, 0.0875, 0.4133545310015898, 0.1203125]; [0.17488076311605724, 0.0875, 0.4133545310015898, 0.1203125]"
000000220932,"[0.2171875, 0.44375, 0.8375, 0.88125]; [0.5375, 0.47708333333333336, 0.7953125, 0.7479166666666667]; [0.2296875, 0.5458333333333333, 0.559375, 0.8770833333333333]; [0.234375, 0.1125, 0.4640625, 0.33541666666666664]"
000000220951,"[0.49411764705882355, 0.6546875, 0.5435294117647059, 0.6796875]"
000000220991,"[0.85, 0.294921875, 0.9015625, 0.328125]"
000000220992,"[0.3625, 0.19375, 0.5875, 0.2604166666666667]; [0.034375, 0.0125, 0.1734375, 0.19791666666666666]; [0.4484375, 0.42291666666666666, 0.6515625, 0.49583333333333335]; [0.75625, 0.49375, 0.84375, 0.5416666666666666]; [0.909375, 0.43125, 0.98125, 0.475]; [0.475, 0.46875, 0.6515625, 0.50625]; [0.3640625, 0.2833333333333333, 0.5828125, 0.33125]; [0.3671875, 0.24583333333333332, 0.5765625, 0.30625]; [0.34375, 0.44166666666666665, 0.4140625, 0.4875]; [0.3578125, 0.28958333333333336, 0.590625, 0.3416666666666667]; [0.3640625, 0.3104166666666667, 0.465625, 0.34375]"
000000221040,"[0.1078125, 0.3762993762993763, 0.5640625, 0.8981288981288982]"
000000221057,"[0.7900943396226415, 0.909375, 0.9740566037735849, 0.9859375]; [0.785377358490566, 0.771875, 0.9834905660377359, 0.8703125]; [0.7971698113207547, 0.85625, 0.9693396226415094, 0.903125]; [0.7924528301886793, 0.8890625, 0.9669811320754716, 0.921875]; [0.8018867924528302, 0.971875, 0.964622641509434, 0.9953125]"
000000221119,"[0.15805946791862285, 0, 0.48200312989045385, 0.2015625]; [0.050078247261345854, 0.1015625, 0.16588419405320814, 0.175]; [0.051643192488262914, 0, 0.15805946791862285, 0.10625]"
000000221120,"[0.24766355140186916, 0.8859375, 0.4322429906542056, 0.9625]; [0.2570093457943925, 0.8578125, 0.4883177570093458, 0.9265625]; [0.4696261682242991, 0.834375, 0.5654205607476636, 0.884375]; [0.308411214953271, 0.8578125, 0.4485981308411215, 0.9046875]; [0.48130841121495327, 0.8109375, 0.5911214953271028, 0.86875]"
000000221169,"[0.23022847100175747, 0.209375, 0.31985940246045697, 0.2390625]"
000000221184,"[0.3765625, 0.9061032863849765, 0.6015625, 0.9694835680751174]"
000000221223,"[0.2953125, 0.49166666666666664, 0.65, 0.5333333333333333]"
000000221241,"[0.646875, 0.4, 0.84375, 0.44166666666666665]; [0.778125, 0.35833333333333334, 0.8265625, 0.4041666666666667]; [0.728125, 0.4125, 0.7640625, 0.45625]"
000000221243,"[0.6609375, 0.10772833723653395, 0.98125, 0.25995316159250587]; [0.140625, 0.49414519906323184, 0.6578125, 0.5386416861826698]; [0.74375, 0.5901639344262295, 0.834375, 0.6416861826697893]; [0.6421875, 0.4028103044496487, 0.771875, 0.4613583138173302]; [0.71875, 0.711943793911007, 0.775, 0.765807962529274]; [0.6453125, 0.4168618266978923, 0.7078125, 0.4566744730679157]; [0.7140625, 0.550351288056206, 0.7765625, 0.5925058548009368]"
000000221252,"[0.2921875, 0.8924528301886793, 0.74375, 0.9622641509433962]; [0.4203125, 0.8830188679245283, 0.5859375, 0.9773584905660377]"
000000221257,"[0.16516516516516516, 0.228, 0.34534534534534533, 0.3]"
000000221311,"[0.265625, 0.2541176470588235, 0.9578125, 0.31058823529411766]; [0.2859375, 0.21411764705882352, 0.3875, 0.2541176470588235]"
000000221322,"[0.3609375, 0.47540983606557374, 0.5375, 0.6252927400468384]; [0.2046875, 0.4238875878220141, 0.3203125, 0.5573770491803278]; [0.2046875, 0.4238875878220141, 0.3203125, 0.5573770491803278]; [0.2953125, 0.45901639344262296, 0.378125, 0.5644028103044496]; [0.734375, 0.65807962529274, 0.8296875, 0.702576112412178]; [0.5625, 0.3911007025761124, 0.6078125, 0.45433255269320844]; [0.70625, 0.5433255269320844, 0.871875, 0.5995316159250585]; [0.7, 0.5573770491803278, 0.790625, 0.6018735362997658]; [0.7, 0.5573770491803278, 0.790625, 0.6018735362997658]; [0.73125, 0.6791569086651054, 0.834375, 0.7283372365339579]; [0.7234375, 0.7845433255269321, 0.765625, 0.819672131147541]"
000000221346,"[0.39436619718309857, 0.4234375, 0.5164319248826291, 0.4765625]"
000000221360,"[0.1484375, 0.12291666666666666, 0.434375, 0.2916666666666667]; [0.3125, 0.28541666666666665, 0.4015625, 0.34375]; [0.4546875, 0.175, 0.5703125, 0.30416666666666664]"
000000221400,"[0, 0.55625, 0.0734375, 0.6041666666666666]"
000000221420,"[0.0828125, 0.12708333333333333, 0.178125, 0.20833333333333334]; [0.0625, 0.008333333333333333, 0.1921875, 0.07291666666666667]; [0.0640625, 0.020833333333333332, 0.1125, 0.075]"
000000221430,"[0.6416666666666667, 0.76875, 0.74375, 0.8046875]"
000000221475,"[0.375, 0.37142857142857144, 0.6515625, 0.5324675324675324]; [0.2796875, 0.41818181818181815, 0.3359375, 0.4597402597402597]; [0.7234375, 0.612987012987013, 0.79375, 0.6675324675324675]"
000000221540,"[0.078125, 0.6645833333333333, 0.1328125, 0.7145833333333333]; [0.096875, 0.6520833333333333, 0.1515625, 0.6958333333333333]"
000000221565,"[0.1234375, 0.5325, 0.33125, 0.595]; [0.5078125, 0.5575, 0.615625, 0.605]"
000000221587,"[0.334375, 0.47489539748953974, 0.496875, 0.5083682008368201]"
000000221614,"[0.6109375, 0.5479166666666667, 0.6890625, 0.5770833333333333]; [0.621875, 0.6520833333333333, 0.675, 0.6854166666666667]; [0.6234375, 0.6291666666666667, 0.6734375, 0.6625]"
000000221618,"[0.4765625, 0.5916666666666667, 0.578125, 0.6916666666666667]; [0.425, 0.6041666666666666, 0.4921875, 0.6791666666666667]; [0.421875, 0.525, 0.59375, 0.6458333333333334]; [0.4265625, 0.6416666666666667, 0.503125, 0.7270833333333333]; [0.5, 0.48125, 0.5875, 0.5729166666666666]; [0.0796875, 0.26666666666666666, 0.278125, 0.3104166666666667]; [0.065625, 0.2625, 0.2109375, 0.30625]; [0.8640625, 0.9479166666666666, 0.996875, 1]"
000000221633,"[0.034375, 0.6346604215456675, 0.096875, 0.6744730679156908]"
000000221651,"[0.61875, 0.928125, 0.7520833333333333, 0.96875]; [0.03125, 0.8890625, 0.175, 0.946875]; [0.03125, 0.8890625, 0.175, 0.946875]; [0.3625, 0.7875, 0.475, 0.84375]; [0.47291666666666665, 0.7625, 0.6333333333333333, 0.8296875]; [0.47291666666666665, 0.7625, 0.6333333333333333, 0.8296875]; [0.93125, 0.9453125, 1, 0.98125]; [0.44166666666666665, 0.478125, 0.5416666666666666, 0.5]"
000000221680,"[0.35, 0.36666666666666664, 0.428125, 0.3958333333333333]; [0.3484375, 0.45625, 0.428125, 0.49166666666666664]; [0.334375, 0.4270833333333333, 0.4359375, 0.4625]"
000000221696,"[0.096875, 0.4625, 0.1875, 0.5458333333333333]; [0.090625, 0.575, 0.196875, 0.6416666666666667]"
000000221865,"[0.15, 0.61875, 0.2078125, 0.6625]; [0.1453125, 0.6020833333333333, 0.209375, 0.64375]"
000000221874,"[0.071875, 0.6, 0.2625, 0.6895833333333333]"
000000221891,"[0.5796875, 0.32708333333333334, 0.753125, 0.3770833333333333]; [0.596875, 0.37083333333333335, 0.73125, 0.4]"
000000221894,"[0.704, 0.9129129129129129, 0.994, 0.984984984984985]"
000000221985,"[0.7265625, 0.21311475409836064, 0.9171875, 0.468384074941452]; [0.278125, 0.48009367681498827, 0.3765625, 0.5409836065573771]; [0.2796875, 0.36065573770491804, 0.3546875, 0.4566744730679157]; [0.2890625, 0.5245901639344263, 0.371875, 0.5667447306791569]; [0.28125, 0.5433255269320844, 0.3921875, 0.6932084309133489]"
000000221996,"[0.778, 0.832, 0.94, 0.8826666666666667]"
000000222003,"[0.010416666666666666, 0.078125, 0.22291666666666668, 0.125]; [0.0020833333333333333, 0.196875, 0.15833333333333333, 0.2359375]; [0.0020833333333333333, 0.1078125, 0.25833333333333336, 0.159375]; [0, 0.140625, 0.24166666666666667, 0.184375]; [0, 0.140625, 0.24166666666666667, 0.184375]; [0.0375, 0.1671875, 0.14791666666666667, 0.1984375]; [0.5145833333333333, 0.54375, 0.8625, 0.6734375]; [0.010416666666666666, 0.58125, 0.24583333333333332, 0.665625]; [0.12291666666666666, 0.528125, 0.26666666666666666, 0.6]"
000000222016,"[0.45416666666666666, 0.0984375, 0.78125, 0.171875]"
000000222026,"[0.1015625, 0.6595330739299611, 0.1796875, 0.6926070038910506]; [0.1015625, 0.6595330739299611, 0.1796875, 0.6926070038910506]; [0.8109375, 0.6284046692607004, 0.86875, 0.6770428015564203]; [0.771875, 0.6245136186770428, 0.81875, 0.6595330739299611]"
000000222037,"[0.026, 0.7466666666666667, 0.07, 0.7866666666666666]"
000000222074,"[0.3390625, 0.34949494949494947, 0.3984375, 0.40404040404040403]; [0.35, 0.30707070707070705, 0.4046875, 0.3434343434343434]"
000000222101,"[0.8258258258258259, 0.014, 1, 0.064]; [0.24924924924924924, 0.02, 0.3663663663663664, 0.074]"
000000222157,"[0.434375, 0.5095137420718816, 0.5875, 0.6215644820295984]; [0.434375, 0.5095137420718816, 0.5875, 0.6215644820295984]; [0.4078125, 0.23890063424947147, 0.6453125, 0.3361522198731501]; [0.5765625, 0.48414376321353064, 0.7015625, 0.587737843551797]; [0.4140625, 0.3298097251585624, 0.5796875, 0.42917547568710357]; [0.484375, 0.40380549682875266, 0.7234375, 0.5348837209302325]"
000000222172,"[0.6484375, 0.29508196721311475, 0.79375, 0.4449648711943794]"
000000222191,"[0.5784313725490197, 0.5163398692810458, 0.7843137254901961, 0.5833333333333334]"
000000222311,"[0.234, 0.4053333333333333, 0.286, 0.456]"
000000222324,"[0.6199575371549894, 0.915625, 0.9808917197452229, 0.9609375]; [0.6942675159235668, 0.95, 0.9002123142250531, 0.9734375]"
000000222369,"[0.46875, 0.6401869158878505, 0.5515625, 0.735981308411215]"
000000222376,"[0.4453125, 0.5140562248995983, 0.646875, 0.6445783132530121]; [0.5421875, 0.5180722891566265, 0.6546875, 0.6646586345381527]"
000000222383,"[0.46604215456674475, 0.1875, 0.7494145199063232, 0.2921875]; [0.30679156908665106, 0.234375, 0.4894613583138173, 0.3109375]; [0.3793911007025761, 0.125, 0.8126463700234192, 0.2359375]; [0.747072599531616, 0.190625, 0.8313817330210773, 0.246875]; [0.351288056206089, 0.153125, 0.6135831381733021, 0.24375]"
000000222395,"[0.5546875, 0.05625, 0.5953125, 0.10416666666666667]"
000000222397,"[0.778, 0.832, 0.94, 0.8853333333333333]; [0.144, 0.792, 0.252, 0.888]"
000000222439,"[0.0578125, 0.12916666666666668, 0.346875, 0.18958333333333333]; [0.4609375, 0.13958333333333334, 0.9953125, 0.19375]"
000000222470,"[0.1390625, 0.4426229508196721, 0.2125, 0.4918032786885246]"
000000222472,"[0.0046875, 0.15416666666666667, 0.284375, 0.375]"
000000222489,"[0.4046875, 0.7125, 0.484375, 0.7729166666666667]; [0.178125, 0.66875, 0.265625, 0.7583333333333333]; [0.271875, 0.6895833333333333, 0.3953125, 0.7854166666666667]; [0.1703125, 0.66875, 0.3875, 0.78125]; [0.503125, 0.3458333333333333, 0.6, 0.37916666666666665]"
000000222506,"[0.65, 0.665938864628821, 0.7015625, 0.7117903930131004]"
000000222513,"[0.12418300653594772, 0.5228758169934641, 0.9166666666666666, 0.5702614379084967]; [0.28921568627450983, 0.5065359477124183, 0.49019607843137253, 0.5506535947712419]; [0.28921568627450983, 0.5065359477124183, 0.49019607843137253, 0.5506535947712419]"
000000222517,"[0.4496487119437939, 0.86875, 0.8665105386416861, 0.9203125]; [0.4309133489461358, 0.9265625, 0.9976580796252927, 0.9796875]; [0.4519906323185012, 0.8953125, 1, 0.9515625]"
000000222555,"[0.0375, 0.630859375, 0.6390625, 0.68359375]; [0.7140625, 0.21484375, 0.7546875, 0.2578125]"
000000222572,"[0.7453125, 0.83991683991684, 0.953125, 0.9002079002079002]"
000000222587,"[0.7265625, 0.5386416861826698, 0.9765625, 0.6463700234192038]; [0.8046875, 0.47540983606557374, 0.8765625, 0.5339578454332553]; [0.6546875, 0.08196721311475409, 0.7359375, 0.18501170960187355]"
000000222588,"[0.0109375, 0.9145833333333333, 0.3109375, 0.9875]"
000000222594,"[0.088, 0.618, 0.37066666666666664, 0.67]; [0.05333333333333334, 0.554, 0.20266666666666666, 0.608]; [0.6186666666666667, 0.676, 0.728, 0.728]; [0.6373333333333333, 0.748, 0.7866666666666666, 0.806]; [0.608, 0.63, 0.7866666666666666, 0.698]; [0.712, 0.646, 0.7866666666666666, 0.702]"
